target,BrandName,Deatils,Sizes,MRP,SellPrice,Discount,Category
25,global desi,floral viscose round neck womens straight top - yellow,"Size:XL,Large,Medium,Small,X-Small,XX-Large",-105500,1359,20% off,Indianwear-Women
0,haute curry,printed cotton regular fit womens knit placement print top - white,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",-105509,349,50% off,Indianwear-Women
1,infuse,woven poly silk dupatta - coral,Nan,-105517,399,60% off,Indianwear-Women
2,juniper,abstract round neck alphin chiffon womens flared dress - black,"Size:Small,X-Large",-105525,2144,35% off,Indianwear-Women
3,indya,floral georgette regular fit womens sari skirt - yellow,"Size:Medium,Small,X-Small",-105533,2950,Nan,Indianwear-Women
4,amukti,solid rayon womens kurta - yellow,Size:Large,-105542,499,50% off,Indianwear-Women
5,janasya,embroidered silk blend mandarin womens kurta palazzo set - maroon,"Size:Medium,X-Small",-105550,1535,60% off,Indianwear-Women
6,yuris,geometric cotton mandarin womens regular kurta - multi,Size:Small,-105558,719,55% off,Indianwear-Women
7,infuse,embroidered polyester womens full length palazzos - gold,Size:2XL/3XL,-105567,419,70% off,Indianwear-Women
8,kashish,womens embroidered calf length occasion wear kurta - grey,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large",-105575,799,50% off,Indianwear-Women
9,janasya,poly crepe womens kurta - peacock,"Size:Large,Medium,Small,X-Large,XX-Large",-105583,629,55% off,Indianwear-Women
10,aurelia,printed viscose blend round neck womens ethnic set - brown,"Size:Large,Medium,Small,XX-Large",-105591,3999,Nan,Indianwear-Women
11,janasya,womens turquoise blue poly crepe kurta (jne3465) - turquoise,"Size:Large,Medium,X-Large,X-Small,XX-Large,XXX-Large",-105600,764,55% off,Indianwear-Women
12,stop,womens viscose blend mandarin collar a-line kurta - fuschia,"Size:S,M",-105608,749,50% off,Indianwear-Women
13,neerus,printed model mandarin womens ethnic set - rust,"Size:Large,Medium,X-Large,XX-Large",-105616,2159,20% off,Indianwear-Women
14,janasya,color block silk festive wear womens saree with blouse piece - pink,Nan,-105624,1351,60% off,Indianwear-Women
15,indya,printed viscose round neck womens ethnic set - blue,"Size:Large,Medium,Small,X-Large,X-Small",-105633,1600,50% off,Indianwear-Women
16,w,printed brasso womens festive dupatta - ecru,Nan,-105641,1799,Nan,Indianwear-Women
17,myshka,printed chiffon round neck womens regular kurta - pink,Size:Small,-105649,574,75% off,Indianwear-Women
18,stop,embroidered cotton round neck womens knee length kurta set of 2 - multi,"Size:S,M,L,X-Large,X-Small,XX-Large",-105658,499,50% off,Indianwear-Women
19,biba,printed round neck cotton womens kurta pants - multi,"Size:32,34,36,38,40,42",-105666,2799,30% off,Indianwear-Women
20,w,printed cotton round neck womens ethnic set - white,"Size:6,8,10,12,14,16,18",-105674,3799,Nan,Indianwear-Women
21,stop,embroidered round neck straight fit womens kurta - coral,"Size:S,M,L,X-Large,X-Small,XX-Large",-105682,399,50% off,Indianwear-Women
22,Nan,Nan,Nan,-105691,Nan,Nan,Indianwear-Women
23,biba,printed polyester round neck womens straight fit kurta - multi,"Size:32,34,36,38,40,42",-105699,1199,40% off,Indianwear-Women
24,juniper,bandhani shantoon woven womens dupatta - fuschia,Nan,-105707,524,50% off,Indianwear-Women
25,vastranand,solid zari silk blend festive wear womens regular saree - copper,Nan,-105715,1998,60% off,Indianwear-Women
0,juniper,cambric boat neck womens tunic and sharara set - pista green,"Size:Large,Medium,Small,X-Large,XX-Large",-105724,1434,65% off,Indianwear-Women
1,juniper,ethnic motifs boat neck cambric womens anarkali dresses with mask - cream,"Size:Large,Medium,Small,X-Large,XX-Large",-105732,1349,55% off,Indianwear-Women
2,global desi,womens a-line belted geometric casual wear kurta - mint,"Size:XL,Large,Medium,Small,XX-Large",-105740,539,70% off,Indianwear-Women
3,varanga,womens sky blue floral printed puff sleeves crop top with full length placket at back - blue,"Size:Large,Medium,X-Large",-105749,519,60% off,Indianwear-Women
4,aurelia,yarn dyed band collar dobby womens straight dress - green,"Size:Large,Small",-105757,1299,50% off,Indianwear-Women
5,stop,womens regular fit printed kurta - grey,"Size:S,X-Small",-105765,399,50% off,Indianwear-Women
6,ziyaa,floral round neck polyester womens ethnic set - cream,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",-105773,870,55% off,Indianwear-Women
7,juniper,printed georgette round neck womens straight tunic - blue,"Size:Large,X-Large",-105782,1049,30% off,Indianwear-Women
8,ziyaa,printed mandarin polyester womens ethnic set - black,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",-105790,864,65% off,Indianwear-Women
9,ziyaa,printed rayon mandarin womens straight kurta - brown,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",-105798,640,60% off,Indianwear-Women
10,w,printed cotton round neck womens a line kurta - grey,"Size:6,8,10,12,14,16,18",-105806,2999,Nan,Indianwear-Women
11,janasya,cotton womens top - red,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",-105815,599,50% off,Indianwear-Women
12,w,solid rayon blend round neck womens flared dress - ecru,"Size:6,8,10,12,14,16,18",-105823,3799,Nan,Indianwear-Women
13,w,printed cotton mandarin neck womens flared kurta - blue,Size:10,-105831,1499,50% off,Indianwear-Women
14,aurelia,yarn dyed round neck straight womens kurta - black,"Size:Small,X-Large",-105840,599,50% off,Indianwear-Women
15,ziyaa,floral round neck polyester womens ethnic set - blue,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",-105848,883,55% off,Indianwear-Women
16,amukti,floral mandarin regular fit womens kurti - black,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",-105856,909,30% off,Indianwear-Women
17,myshka,solid cotton blend round neck womens kurta palazzo set - multi,"Size:Large,Medium,Small,X-Large,XX-Large",-105864,1374,75% off,Indianwear-Women
18,kami kubi,geometric cotton v neck womens regular top - green,"Size:Large,Medium,Small",-105873,559,60% off,Indianwear-Women
19,ziyaa,printed polyester round neck womens ethnic set - navy,"Size:Large,X-Large,XX-Large,XXX-Large",-105881,1321,60% off,Indianwear-Women
20,aurelia,dyed rayon collared neck womens above knee kurta - blue,"Size:Large,Medium,Small,X-Large,X-Small",-105889,1599,Nan,Indianwear-Women
21,haute curry,solid v neck regular womens tunics & tops - navy,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",-105897,349,50% off,Indianwear-Women
22,Nan,Nan,Nan,-105906,Nan,Nan,Indianwear-Women
23,ira soleil,solid chiffon collarless womens casual jacket - pink,"Size:Large,Medium,Small,X-Large",-105914,1499,Nan,Indianwear-Women
24,biba,printed polyester round neck womens layered kurta - mustard,"Size:32,36,38",-105922,1199,40% off,Indianwear-Women
25,yuris,printed v-neck cotton womens kurta palazzo set - blue,"Size:Large,Medium,Small,X-Large,XX-Large",-105930,1119,60% off,Indianwear-Women
0,ziyaa,geometric rayon round neck womens straight kurta - cream,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",-105939,755,60% off,Indianwear-Women
1,fratini,solid skinny fit nr roma womens casual pants - peach,"Size:26,28,30,32,34,36",-105947,499,50% off,Indianwear-Women
2,juniper,cambric boat neck womens crop top and palazzo set - indigo,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",-105955,1709,55% off,Indianwear-Women
3,varanga,maxi cotton blend womens ethnic skirt - blue,"Size:Large,Medium,Small,X-Large,XX-Large",-105964,989,55% off,Indianwear-Women
4,aurelia,yarn dyed viscose poly slub regular fit womens palazzo - multi,"Size:Large,Medium,Small,X-Large",-105972,699,30% off,Indianwear-Women
5,kashish,solid mandarin collar a-line womens kurta - off white,"Size:Medium,X-Small",-105980,899,50% off,Indianwear-Women
6,juniper,printed georgette round neck womens flared dress - black,Size:Small,-105988,2099,40% off,Indianwear-Women
7,aurelia,band with placket cotton womens calf length kurta - purple,"Size:Medium,X-Small,XX-Large",-105997,699,30% off,Indianwear-Women
8,w,printed cotton round neck womens straight kurta - blue,"Size:6,8,10,12,14,16,18",-106005,1799,Nan,Indianwear-Women
9,myshka,printed v neck womens top - maroon,",Medium,Small,X-Large,XX-Large",-106013,599,70% off,Indianwear-Women
10,biba,solid polyester womens palazzo kurta dupatta set - red,"Size:32,34,36,38,40,42",-106021,2519,30% off,Indianwear-Women
11,kashish,embroidered viscose blend round neck womens calf length kurta - blue,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large",-106030,1599,Nan,Indianwear-Women
12,biba,printed band collar straight fit womens kurta - terracotta,"Size:32,34,36,38,40,42",-106038,1439,20% off,Indianwear-Women
13,stop,printed mandarin collar straight fit womens kurta - mustard,"Size:S,M,L,XL,X-Small,XX-Large,XXX-Large",-106046,399,50% off,Indianwear-Women
14,myshka,printed cotton round neck womens kurta palazzo set - orange,",Medium,Small,X-Large,XX-Large",-106055,1249,75% off,Indianwear-Women
15,global desi,solid viscose v neck womens straight top - mint,"Size:XL,Large,Medium,Small,X-Small,XX-Large",-106063,1839,20% off,Indianwear-Women
16,haute curry,solid & embroidered round neck regular womens tunics & tops - off white,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",-106071,1199,Nan,Indianwear-Women
17,stop,printed rayon round neck womens regular tunic - peach,"Size:XL,Large,Medium,Small,XX-Large",-106079,649,50% off,Indianwear-Women
18,ziyaa,printed georgette round neck womens flared kurta - black,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",-106088,705,55% off,Indianwear-Women
19,kashish,embroidered mandarian collar flared fit womens kurta - sea green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",-106096,999,50% off,Indianwear-Women
20,stop,womens printed calf length casual wear kurta - coral,"Size:S,M,L,XL,X-Small",-106104,499,50% off,Indianwear-Women
21,myshka,printed polyester v neck womens dress - navy,"Size:Large,Medium,Small,X-Large,XX-Large",-106112,524,65% off,Indianwear-Women
22,Nan,Nan,Nan,-106121,Nan,Nan,Indianwear-Women
23,kashish,embroidered round neck viscose blend womens calf length kurta - brown,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",-106129,999,50% off,Indianwear-Women
24,myshka,solid cotton blend off shoulder womens dress - red,"Size:Large,Medium,Small,X-Large,XX-Large",-106137,749,70% off,Indianwear-Women
25,aurelia,printed viscose round neck womens ethnic set - pink,"Size:Medium,Small,X-Large",-106146,2299,50% off,Indianwear-Women
0,ziyaa,printed crepe round neck womens kurta palazzo set - natural,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",-106154,760,60% off,Indianwear-Women
1,sanaa,printed blended mandarin womens mid thigh length kurti - blue,"Size:Large,Medium,Small,X-Large,XX-Large",-106162,1049,30% off,Indianwear-Women
2,yuris,floral round neck cotton womens kurta set - multi,"Size:Large,Medium,Small,X-Large,XX-Large",-106170,1399,60% off,Indianwear-Women
3,yuris,lace round neck cotton womens kurta palazzo set - white,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",-106179,1399,60% off,Indianwear-Women
4,janasya,printed round neck empire line designer womens tunic - blue,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large",-106187,879,45% off,Indianwear-Women
5,varanga,embroidered silk blend round neck womens ethnic set - turquoise,"Size:Large,Medium,Small,X-Large,XX-Large",-106195,5599,Nan,Indianwear-Women
6,varanga,gotta patti printed cotton round neck womens regular fit kurta - peach,"Size:Large,Medium,Small,X-Large,XX-Large",-106203,1154,65% off,Indianwear-Women
7,biba,yarndyed round neck straight fit womens kurta - ecru,"Size:32,38",-106212,2799,30% off,Indianwear-Women
8,indya,embroidered georgette v-neck womens flared tunic - yellow,"Size:Small,X-Small",-106220,1825,50% off,Indianwear-Women
9,global desi,floral round neck womens gown - maroon,Size:X-Small,-106228,1799,40% off,Indianwear-Women
10,stop,solid polyester womens full length palazzos - deep navy,"Size:Large/X-Large,Small/Medium,XX-Large/XXX-Large",-106237,449,50% off,Indianwear-Women
11,suti,printed rayon womens a line kurti - olive,"Size:4X-Large,Large,Medium,Small,X-Large,X-Small,XX-Large",-106245,1599,20% off,Indianwear-Women
12,neerus,solid rayon round neck womens a line kurta - off white,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",-106253,1379,40% off,Indianwear-Women
13,suti,printed cotton v neck womens flared dress - peach,"Size:Large,Medium,Small,X-Large,XX-Large",-106261,1999,20% off,Indianwear-Women
14,aurelia,printed poly viscose womens ethnic set - white,"Size:Large,Medium,Small,X-Large,XX-Large",-106270,3799,Nan,Indianwear-Women
15,amukti,floral mandarin regular fit womens kurti - white,"Size:Large,Medium,Small,XX-Large,XXX-Large",-106278,909,30% off,Indianwear-Women
16,kashish,embroidered mandarian collar flared fit womens kurta - natural,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",-106286,999,50% off,Indianwear-Women
17,aurelia,printed polyester round neck womens ethnic set - green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",-106294,1329,30% off,Indianwear-Women
18,aurelia,printed viscose blend regular fit womens kurta set - green,"Size:Large,Medium,Small,X-Large,XX-Large",-106303,4199,Nan,Indianwear-Women
19,ziyaa,embellished rayon round neck womens salwar kurta dupatta set - black,"Size:Large,XX-Large",-106311,1448,60% off,Indianwear-Women
20,juniper,printed rayon round neck womens a line kurta - blue,"Size:Large,Medium,Small,X-Large,XX-Large",-106319,804,65% off,Indianwear-Women
21,aurelia,round neck cotton womens knee length kurta - orange,"Size:Large,Medium,X-Large,X-Small,XX-Large",-106327,734,30% off,Indianwear-Women
22,Nan,Nan,Nan,-106336,Nan,Nan,Indianwear-Women
23,kashish,embroidered mandarin collar straight fit womens kurta - natural,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",-106344,799,50% off,Indianwear-Women
24,haute curry,printed rayon round neck womens regular top - blue,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",-106352,399,50% off,Indianwear-Women
25,w,printed viscose round neck womens ethnic set - green,"Size:8,10,16,18",-106361,2999,40% off,Indianwear-Women
0,yuris,floral v-neck cotton womens kurta set - multi,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",-106369,1399,65% off,Indianwear-Women
1,myshka,printed round neck womens kurti - multi,",Medium,Small,X-Large,XX-Large",-106377,749,75% off,Indianwear-Women
2,global desi,floral cotton round neck womens top - blue,"Size:XL,Large,Medium,Small,X-Small,XX-Large",-106385,1359,20% off,Indianwear-Women
3,haute curry,printed lapel collar flex womens a-line dress - lime green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",-106394,749,50% off,Indianwear-Women
4,varanga,printed silk round neck womens regular fit kurta - pink,Size:XX-Large,-106402,749,75% off,Indianwear-Women
5,varanga,printed cotton round neck womens calf length kurta - mustard,"Size:Medium,Small,XX-Large",-106410,824,75% off,Indianwear-Women
6,vastranand,solid zari linen festive wear womens regular saree - grey,Nan,-106418,1911,45% off,Indianwear-Women
7,juniper,round neck georgette flared womens lehenga choli set - black,"Size:Large,Small,X-Small",-106427,2099,40% off,Indianwear-Women
8,vastranand,floral zari linen festive wear womens regular saree - grey,Nan,-106435,1911,45% off,Indianwear-Women
9,get wrapped,printed viscose woven womens scarf - multi,Nan,-106443,299,Nan,Indianwear-Women
10,janasya,polka dots round neck crepe womens calf length kurta - maroon,"Size:Small,X-Large,X-Small,XX-Large",-106452,507,60% off,Indianwear-Women
11,global desi,solid viscose y neck womens ethnic set - pink,"Size:XL,Large,Medium,Small,XX-Large",-106460,7999,Nan,Indianwear-Women
12,juniper,solid silk round neck womens straight kurta - natural,"Size:Large,Medium,Small,X-Large",-106468,749,50% off,Indianwear-Women
13,global desi,geometric viscose round neck womens gown - mint,"Size:XL,Large,Medium,Small,X-Small",-106476,2159,20% off,Indianwear-Women
14,janasya,printed linen festive wear womens saree with blouse piece - yellow,Nan,-106485,1075,55% off,Indianwear-Women
15,kashish,printed mandarin collar a-line womens kurta - pale pink,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",-106493,899,50% off,Indianwear-Women
16,kashish,solid v neck a-line fit womens kurta - green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",-106501,899,50% off,Indianwear-Women
17,w,solid round neck viscose womens calf length kurta - green,"Size:6,8,10,12,14,16,18",-106509,1424,25% off,Indianwear-Women
18,ziyaa,solid collar neck polyester womens ethnic set - cream,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",-106518,1039,65% off,Indianwear-Women
19,janasya,printed linen festive wear womens saree with blouse piece - natural,Nan,-106526,1349,50% off,Indianwear-Women
20,stop,printed cotton mandarin womens straight kurta - off white,"Size:S,M,L,X-Large,X-Small,XX-Large,XXX-Large",-106534,629,30% off,Indianwear-Women
21,yuris,lace round neck cotton womens kurta palazzo set - multi,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",-106543,1399,60% off,Indianwear-Women
22,Nan,Nan,Nan,-106551,Nan,Nan,Indianwear-Women
23,biba,solid polyester viscose womens fitted kurta - off white,Size:38,-106559,909,30% off,Indianwear-Women
24,stop,solid straight fit cotton womens all occasions pants - natural,"Size:Large/X-Large,Small/Medium,XX-Large/XXX-Large",-106567,599,Nan,Indianwear-Women
25,infuse,printed rayon mandarin neck womens straight fit kurta - blue,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",-106576,399,60% off,Indianwear-Women
0,stop,printed round neck straight fit womens kurta - grey,"Size:S,M,L,XL,X-Small,XX-Large",-106584,449,50% off,Indianwear-Women
1,kashish,embroidered round neck viscose blend womens ethnic set - sea green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",-106592,1749,50% off,Indianwear-Women
2,stop,printed v neck rayon womens calf length kurta - blue,"Size:S,M,L,X-Large,X-Small",-106600,649,50% off,Indianwear-Women
3,juniper,womens black rayon gold foil print jacket style kurta dress with stylized sleeves - black,"Size:Large,Medium,Small,X-Large",-106609,1347,65% off,Indianwear-Women
4,juniper,floral mandarin neck womens flared dresses dupatta set with mask - natural,"Size:Large,Medium,XX-Large",-106617,1821,55% off,Indianwear-Women
5,biba,round neck rayon womens flared dress - peacock,Size:40,-106625,3216,30% off,Indianwear-Women
6,janasya,gold print cotton round neck womens kurta palazzo set with dupatta - pink,"Size:Large,Medium",-106634,2499,50% off,Indianwear-Women
7,w,printed cotton round neck womens ethnic set - natural,Size:14,-106642,1499,50% off,Indianwear-Women
8,ira soleil,embellished polyester regular fit womens festive wear blouse - silver cloud,"Size:Large,Medium,Small,X-Large,XX-Large",-106650,1999,Nan,Indianwear-Women
9,stop,printed cotton mandarin womens knee length kurta - aqua,"Size:XL,Large,Medium,Small,X-Small,XX-Large,XXX-Large",-106658,899,Nan,Indianwear-Women
10,stop,womens rayon round neck a-line kurta - yellow,"Size:S,M,L,XL,X-Small",-106667,499,50% off,Indianwear-Women
11,haute curry,peter pan collar rayon flex regular womens dress - peach,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",-106675,1499,Nan,Indianwear-Women
12,w,regular length polyester woven womens dupatta - purple,Nan,-106683,1699,Nan,Indianwear-Women
13,myshka,printed cotton round neck womens kurta palazzo set - green,"Size:Large,Medium,Small,X-Large,XX-Large",-106691,874,75% off,Indianwear-Women
14,janasya,poly muslin womens kurta with pant and dupatta set - peach,"Size:Small,X-Large,X-Small,XX-Large,XXX-Large",-106700,2748,45% off,Indianwear-Women
15,w,solid cotton lycra regular fit womens tights - grey,"Size:Large,Medium,Small",-106708,599,25% off,Indianwear-Women
16,global desi,floral viscose round neck womens regular kurta - indigo,"Size:XL,Large,Medium,Small,X-Small",-106716,1519,20% off,Indianwear-Women
17,w,printed round neck cotton blend womens calf length kurta - ecru,"Size:6,8,10,12,14,16,18",-106724,1999,Nan,Indianwear-Women
18,janasya,womens mustard poly silk kurta with palazzo and dupatta (j0008) - multi,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large",-106733,1979,45% off,Indianwear-Women
19,myshka,printed cotton round neck womens dress - red,",Medium,Small,X-Large,XX-Large",-106741,874,75% off,Indianwear-Women
20,w,solid polyester regular fit womens dupatta - ecru,Nan,-106749,1499,Nan,Indianwear-Women
21,shaya by caratlane,the pearl-fect ring in 925 silver,Nan,-106758,1800,Nan,Indianwear-Women
22,Nan,Nan,Nan,-106766,Nan,Nan,Indianwear-Women
23,yuris,floral cotton round neck womens kurta set - blue,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",-106774,1599,60% off,Indianwear-Women
24,yuris,embroidered cotton v neck womens kurta set - lavender,"Size:Large,Medium,Small,X-Large,XX-Large",-106782,1399,65% off,Indianwear-Women
25,varanga,womens mandarin collar solid kurta set - mauve,"Size:Large,Medium,Small,XX-Large",-106791,1699,50% off,Indianwear-Women
0,juniper,cambric boat neck womens kurta and palazzo set - black,"Size:Large,Medium,Small,X-Large,XX-Large",-106799,1639,60% off,Indianwear-Women
1,janasya,solid silk round neck womens kurta palazzo set with dupatta - peach,"Size:Medium,Small,X-Small",-106807,879,60% off,Indianwear-Women
2,janasya,womens pink rayon kurta with pant (set055) - pink,"Size:X-Large,XX-Large,XXX-Large",-106815,989,70% off,Indianwear-Women
3,juniper,floral chiffon calf length womens straight fit kurta - mustard,"Size:Medium,Small",-106824,1019,40% off,Indianwear-Women
4,aurelia,printed viscose regular fit womens palazzo - peach,"Size:Large,Medium,Small,X-Large,XX-Large",-106832,839,30% off,Indianwear-Women
5,aarke,printed chiffon v neck womens short top - dusty pink,"Size:Large,Medium,X-Large",-106840,2300,Nan,Indianwear-Women
6,janasya,poly crepe womens kurta - green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large",-106849,899,50% off,Indianwear-Women
7,global desi,geometric cotton round neck womens knee length kurta - white,"Size:XL,Large,Medium,Small,XX-Large",-106857,1329,30% off,Indianwear-Women
8,kami kubi,floral cotton boat neck womens regular top - blue,"Size:Large,Medium,Small,X-Large,X-Small",-106865,449,55% off,Indianwear-Women
9,aurelia,solid cotton blend womens casual trouse  - pink,"Size:Large,Medium,Small,X-Large,XX-Large",-106873,999,Nan,Indianwear-Women
10,haute curry,printed rayon womens ankle length palazzos - lime green,"Size:Large,Medium,Small,X-Large",-106882,449,50% off,Indianwear-Women
11,ziyaa,printed round neck polyester womens ethnic set - green,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",-106890,1204,60% off,Indianwear-Women
12,ziyaa,printed round neck polyester womens ethnic set - pink,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",-106898,1125,65% off,Indianwear-Women
13,w,printed polyester round neck womens knee length kurta - green,"Size:6,8,10,12,14,16,18",-106906,1699,Nan,Indianwear-Women
14,juniper,printed rayon round neck womens a line dress - pink,"Size:Large,X-Large,XX-Large",-106915,1034,55% off,Indianwear-Women
15,stop,solid flared fit flex womens casual wear palazzo - white,"Size:Large/X-Large,Small/Medium,XX-Large/XXX-Large",-106923,799,Nan,Indianwear-Women
16,stop,womens slim fit solid stretch pants - grey,"Size:S,M,L,X-Large,X-Small,XX-Large",-106931,999,Nan,Indianwear-Women
17,emporio armani,sterling silver necklace eg3482040,Nan,-106940,3198,60% off,Indianwear-Women
18,fusion beats,womens round neck slub top - off white,"Size:Large,X-Large,XX-Large",-106948,559,60% off,Indianwear-Women
19,haute curry,printed rayon mandarin collar womens high low tunic - green,"Size:Large,Medium,Small,X-Large,X-Small",-106956,449,50% off,Indianwear-Women
20,janasya,floral round neck regular fit womens kurta - peacock,"Size:Large,Medium,Small,X-Large,XX-Large",-106964,749,50% off,Indianwear-Women
21,global desi,printed round neck polyester womens flared gown - wine,"Size:XL,Large,Medium,Small,X-Small,XX-Large",-106973,1999,50% off,Indianwear-Women
22,Nan,Nan,Nan,-106981,Nan,Nan,Indianwear-Women
23,ziyaa,floral round neck rayon womens ethnic set - blue,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",-106989,871,60% off,Indianwear-Women
24,biba,printed round neck rayon womens straight fit dress - mustard,"Size:32,34,36,38,40",-106997,1979,40% off,Indianwear-Women
25,global desi,floral polyester square neck womens flared gown - pink,"Size:XL,Large,Medium,Small,X-Small",-107006,2639,20% off,Indianwear-Women
0,juniper,womens mustard rayon foil print asymmetric dress with belt - mustard,"Size:Large,Medium,Small,X-Large,X-Small",-107014,1049,50% off,Indianwear-Women
1,juniper,"womens black cotton flex wide leg palazzo with lacework, pockets and button closure - natural","Size:Large,Medium,Small,X-Large,XX-Large",-107022,844,35% off,Indianwear-Women
2,yuris,paisley cotton mandarin womens regular kurta - multi,Size:Small,-107031,719,55% off,Indianwear-Women
3,w,printed viscose round neck womens calf length kurta - black,"Size:6,8,10,18",-107039,1799,Nan,Indianwear-Women
4,janasya,cotton womens kurta and pant set - green,Size:XXX-Large,-107047,1049,65% off,Indianwear-Women
5,yuris,geometric cotton round neck womens salwar suit - multi,"Size:Large,Medium,Small",-107055,1399,60% off,Indianwear-Women
6,w,printed viscose round neck womens calf length kurta - yellow,"Size:8,14,16",-107064,849,50% off,Indianwear-Women
7,janasya,cotton slub womens top - green,"Size:Large,Medium",-107072,649,50% off,Indianwear-Women
8,indya,embellished georgette scoop neck womens regular top - black,Size:XX-Large,-107080,800,50% off,Indianwear-Women
9,suti,printed cotton round neck womens ethnic set - blue,"Size:4X-Large,Large,Small,X-Large,X-Small",-107088,3519,20% off,Indianwear-Women
10,w,printed rayon blend v neck womens flared dress - white,"Size:6,8,10,12,14,16,18",-107097,2499,Nan,Indianwear-Women
11,kashish,womens art silk sleeveless straight fit choli - fuschia,"Size:Large,Medium,X-Large,X-Small,XX-Large",-107105,749,50% off,Indianwear-Women
12,w,printed cotton round neck womens calf length kurta - grey,"Size:6,8,10,12,14,16,18",-107113,1999,Nan,Indianwear-Women
13,kashish,womens embroidered calf length festive kurta - red,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",-107121,849,50% off,Indianwear-Women
14,stop,womens printed knee length daily wear kurta - indigo,"Size:S,X-Small",-107130,399,50% off,Indianwear-Women
15,sanaa,solid blended tie up neck womens mid thigh length kurti - blue,"Size:Large,Medium,Small,X-Large,XX-Large",-107138,1189,30% off,Indianwear-Women
16,stop,womens mandarin collar solid kurta - purple,Size:M,-107146,999,Nan,Indianwear-Women
17,global desi,self design round neck asymmetric womens kurta - pink,"Size:XL,Large,Medium,Small,X-Small",-107155,1499,50% off,Indianwear-Women
18,w,printed round neck cotton womens calf length kurta - white,"Size:6,8,10,12,14,16,18",-107163,2099,25% off,Indianwear-Women
19,aurelia,dyed cotton round neck womens straight kurta - green,"Size:Large,Medium,Small,X-Large,XX-Large",-107171,909,30% off,Indianwear-Women
20,kashish,flared full length viscose blend womens festive skirt - navy,"Size:Large/X-Large,Small/Medium",-107179,849,50% off,Indianwear-Women
21,ziyaa,printed round neck rayon womens ethnic set - off white,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",-107188,826,60% off,Indianwear-Women
22,Nan,Nan,Nan,-107196,Nan,Nan,Indianwear-Women
23,kashish,solid straight fit viscose blend womens festive pants - yellow,"Size:Large/X-Large,Small/Medium",-107204,649,50% off,Indianwear-Women
24,biba,printed viscose womens dress - peacock,"Size:36,38",-107212,2799,30% off,Indianwear-Women
25,kashish,embroidered viscose blend womens full length palazzos - gold,"Size:Large/X-Large,Small/Medium",-107221,649,50% off,Indianwear-Women
0,ziyaa,printed round neck rayon womens ethnic set - pink,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",-107229,933,60% off,Indianwear-Women
1,kami kubi,floral cotton v neck womens regular top - red,"Size:Large,Medium,X-Small,XX-Large",-107237,799,60% off,Indianwear-Women
2,stop,printed rayon mandarin womens knee length kurta - mustard,"Size:S,M,L,X-Large,X-Small,XX-Large,XXX-Large",-107246,559,30% off,Indianwear-Women
3,ziyaa,floral round neck rayon womens ethnic set - peacock,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",-107254,895,60% off,Indianwear-Women
